case_id,medicine_name,medicine_criticality,cold_chain_required,supplier_id,destination_facility,supplier_on_time_rate,supplier_fill_rate,lead_time_days,lead_time_variability,route_delay_days,weather_risk_score,demand_spike_factor,current_stock_days,warehouse_utilization,safety_stock_gap,disruption_within_7d
C1150,Iron Folic Acid,2,0,S3,District Hospital Jodhpur,0.99,1.0,8,3.24,1.8,2,0.74,15,85,0,0
C1151,Ceftriaxone,4,0,S4,District Hospital Ajmer,0.648,0.886,9,2.24,1.69,10,1.23,8,82,0,1
C1152,Rabies Vaccine,5,1,S7,PHC Alwar,0.637,0.946,3,3.47,2.99,9,0.74,15,58,0,0
C1153,Anti-snake Venom,5,1,S7,PHC Alwar,0.751,0.942,4,3.13,0.0,9,1.44,10,97,0,0
C1154,Salbutamol,4,0,S5,PHC Sikar,0.781,0.647,11,0.11,0.32,2,1.07,15,53,0,0
C1155,ORS,3,0,S1,PHC Alwar,0.965,0.975,10,4.84,0.0,0,0.52,17,99,0,1
C1156,Iron Folic Acid,2,0,S2,Medical College Kota,0.99,0.565,9,4.91,0.94,10,1.21,9,50,0,0
C1157,Paracetamol Injection,3,0,S5,Medical College Kota,0.856,0.961,9,3.06,0.0,3,0.65,18,69,0,0
C1158,Insulin,5,1,S8,District Hospital Jodhpur,0.635,0.841,5,0.49,0.0,7,1.19,12,95,0,1
C1159,Adrenaline Injection,5,0,S8,District Hospital Jaipur,0.58,0.722,3,0.97,0.0,2,1.32,19,63,0,1
C1160,Anti-snake Venom,5,1,S5,Medical College Kota,0.656,0.854,7,1.34,1.61,2,0.94,5,96,3,0
C1161,Pentavalent Vaccine,5,1,S4,District Hospital Jodhpur,0.786,0.694,6,4.95,1.43,5,0.5,8,83,0,1
C1162,Rabies Vaccine,5,1,S6,CHC Udaipur,0.586,0.904,6,4.99,3.55,2,0.5,11,64,0,1
C1163,Salbutamol,4,0,S8,PHC Alwar,0.848,0.826,11,4.03,2.05,2,1.37,21,83,0,0
C1164,Amoxicillin,4,0,S1,CHC Bikaner,0.964,0.666,11,2.08,0.0,7,0.87,23,61,0,0
C1165,Pentavalent Vaccine,5,1,S6,PHC Sikar,0.828,0.745,6,2.26,1.0,3,1.1,10,79,0,1
C1166,ORS,3,0,S3,District Hospital Jodhpur,0.827,0.743,2,5.29,0.0,2,0.89,11,84,0,0
C1167,ORS,3,0,S1,CHC Udaipur,0.64,0.883,2,3.05,1.6,9,0.55,14,100,0,1
C1168,Salbutamol,4,0,S7,CHC Bikaner,0.728,0.831,7,3.94,1.36,0,0.5,17,84,0,0
C1169,Pentavalent Vaccine,5,1,S9,PHC Sikar,0.789,0.861,10,0.96,3.62,4,0.67,2,96,6,1
C1170,Iron Folic Acid,2,0,S4,CHC Bikaner,0.899,0.715,7,2.25,4.26,6,0.86,4,62,4,0
C1171,Pentavalent Vaccine,5,1,S10,District Hospital Jaipur,0.933,0.842,11,4.45,1.36,2,0.63,6,59,2,0
C1172,Salbutamol,4,0,S7,District Hospital Jodhpur,0.698,0.85,5,4.43,0.0,10,1.26,11,56,0,0
C1173,Ceftriaxone,4,0,S1,District Hospital Jodhpur,0.81,0.827,8,4.11,3.49,10,1.58,9,66,0,0
C1174,Ceftriaxone,4,0,S7,District Hospital Jaipur,0.852,0.881,3,0.86,0.68,0,1.07,13,56,0,0
C1175,Ceftriaxone,4,0,S7,CHC Udaipur,0.744,0.728,2,3.56,2.9,9,1.66,18,76,0,1
C1176,Salbutamol,4,0,S6,CHC Bikaner,0.859,0.85,9,0.5,2.43,6,1.41,1,80,7,0
C1177,Oxytocin,5,0,S9,District Hospital Jodhpur,0.99,0.88,8,1.52,2.19,3,1.42,21,83,0,0
C1178,Pentavalent Vaccine,5,1,S3,CHC Udaipur,0.764,0.838,9,3.9,3.12,9,0.5,18,70,0,0
C1179,Salbutamol,4,0,S1,PHC Alwar,0.887,0.921,7,0.0,0.65,3,1.35,10,99,0,0
C1180,ORS,3,0,S2,PHC Alwar,0.962,0.913,6,0.16,2.19,3,1.41,10,96,0,0
C1181,Ceftriaxone,4,0,S5,PHC Alwar,0.757,0.962,3,2.15,4.14,4,0.5,15,91,0,1
C1182,Salbutamol,4,0,S7,PHC Sikar,0.905,0.838,4,3.16,1.63,2,1.81,12,73,0,0
C1183,ORS,3,0,S7,Medical College Kota,0.657,0.961,2,0.51,2.27,10,1.43,16,61,0,0
C1184,Pentavalent Vaccine,5,1,S5,District Hospital Jodhpur,0.874,0.867,11,1.47,2.29,6,1.38,9,74,0,0
C1185,Iron Folic Acid,2,0,S10,District Hospital Ajmer,0.792,0.646,9,4.5,0.0,10,0.55,18,100,0,0
C1186,Iron Folic Acid,2,0,S6,District Hospital Ajmer,0.97,0.861,2,0.75,2.36,4,0.99,20,51,0,0
C1187,ORS,3,0,S2,District Hospital Ajmer,0.864,0.962,6,0.43,2.24,8,0.87,6,52,2,0
C1188,Amoxicillin,4,0,S2,PHC Alwar,0.836,0.836,6,0.89,1.71,1,0.72,15,72,0,0
C1189,Anti-snake Venom,5,1,S9,District Hospital Ajmer,0.752,0.891,6,3.73,0.82,5,0.73,19,79,0,0
C1190,Pentavalent Vaccine,5,1,S2,District Hospital Jodhpur,0.99,0.957,2,0.82,0.96,2,1.29,17,60,0,0
C1191,Insulin,5,1,S6,District Hospital Jaipur,0.8,0.8,5,2.47,0.0,2,0.66,9,62,0,0
C1192,Ceftriaxone,4,0,S6,PHC Sikar,0.642,0.993,8,0.0,2.18,0,0.67,11,62,0,0
C1193,Salbutamol,4,0,S5,CHC Udaipur,0.677,0.739,8,1.63,0.0,5,1.11,4,95,4,1
C1194,Paracetamol Injection,3,0,S8,PHC Sikar,0.571,0.786,10,1.93,0.68,1,1.23,12,97,0,0
C1195,Paracetamol Injection,3,0,S9,District Hospital Jodhpur,0.791,0.872,11,2.22,3.78,1,1.46,9,89,0,0
C1196,Insulin,5,1,S4,District Hospital Ajmer,0.685,0.818,7,3.89,1.1,0,0.92,13,76,0,0
C1197,Rabies Vaccine,5,1,S7,CHC Bikaner,0.809,0.804,10,1.28,1.82,3,1.24,23,77,0,0
C1198,Paracetamol Injection,3,0,S4,CHC Bikaner,0.838,0.839,9,1.06,0.86,0,0.93,16,72,0,0
C1199,Pentavalent Vaccine,5,1,S7,District Hospital Jodhpur,0.789,0.861,3,1.81,2.5,3,0.89,12,62,0,1
C1200,Ceftriaxone,4,0,S3,District Hospital Ajmer,0.88,0.819,10,2.26,3.11,0,0.55,9,81,0,0
C1201,Pentavalent Vaccine,5,1,S8,District Hospital Ajmer,0.837,0.661,8,1.89,2.94,0,1.55,2,100,6,1
C1202,Iron Folic Acid,2,0,S6,District Hospital Jodhpur,0.842,0.854,6,5.24,1.9,5,0.5,23,93,0,0
C1203,Oxytocin,5,0,S4,PHC Alwar,0.872,0.911,5,0.82,1.7,9,0.84,4,55,4,1
C1204,Amoxicillin,4,0,S2,CHC Bikaner,0.759,0.806,11,3.21,4.15,0,1.1,7,72,1,0
C1205,Iron Folic Acid,2,0,S10,District Hospital Jaipur,0.887,0.678,8,2.14,1.31,3,0.95,19,95,0,0
C1206,Pentavalent Vaccine,5,1,S3,PHC Alwar,0.875,0.799,5,1.09,0.0,7,0.83,12,59,0,0
C1207,Salbutamol,4,0,S6,CHC Udaipur,0.822,0.947,5,0.0,1.12,2,1.03,13,60,0,0
C1208,Iron Folic Acid,2,0,S2,District Hospital Jodhpur,0.859,0.974,11,0.13,3.94,7,0.5,20,95,0,0
C1209,Pentavalent Vaccine,5,1,S2,PHC Sikar,0.875,1.0,6,1.98,3.13,0,1.43,10,91,0,1
C1210,Anti-snake Venom,5,1,S8,PHC Alwar,0.665,1.0,9,0.0,0.0,7,1.59,17,89,0,0
C1211,ORS,3,0,S6,District Hospital Jodhpur,0.99,0.897,10,0.0,1.47,0,1.25,7,84,1,0
C1212,Amoxicillin,4,0,S4,PHC Alwar,0.801,0.927,8,2.58,2.37,0,1.35,20,53,0,1
C1213,Ceftriaxone,4,0,S3,District Hospital Ajmer,0.845,0.959,4,3.37,1.23,9,1.92,9,62,0,1
C1214,ORS,3,0,S7,CHC Udaipur,0.99,0.912,10,1.83,0.83,6,0.56,5,55,3,0
C1215,Anti-snake Venom,5,1,S2,District Hospital Jodhpur,0.609,0.908,6,1.95,0.0,7,0.97,19,72,0,0
C1216,Paracetamol Injection,3,0,S7,Medical College Kota,0.618,0.654,4,1.3,1.48,8,0.5,12,65,0,1
C1217,Insulin,5,1,S4,CHC Udaipur,0.823,0.749,11,2.01,2.64,0,1.39,23,56,0,1
C1218,ORS,3,0,S10,PHC Sikar,0.484,0.81,9,0.98,3.66,6,1.47,16,54,0,1
C1219,Rabies Vaccine,5,1,S5,PHC Sikar,0.621,1.0,10,3.87,3.02,8,1.0,5,66,3,1
C1220,Pentavalent Vaccine,5,1,S9,Medical College Kota,0.938,0.811,7,3.67,0.0,9,0.84,18,84,0,0
C1221,Amoxicillin,4,0,S1,PHC Alwar,0.951,0.784,8,1.96,0.0,8,1.18,20,59,0,1
C1222,Paracetamol Injection,3,0,S1,District Hospital Jodhpur,0.762,0.732,5,1.13,0.0,9,0.64,7,81,1,0
C1223,ORS,3,0,S9,CHC Udaipur,0.712,0.853,2,0.99,0.0,7,0.63,22,85,0,0
C1224,Pentavalent Vaccine,5,1,S8,District Hospital Jodhpur,0.793,0.839,5,4.53,2.21,3,0.5,15,56,0,1
C1225,Pentavalent Vaccine,5,1,S2,Medical College Kota,0.853,0.823,5,2.64,4.61,7,1.55,7,57,1,1
C1226,ORS,3,0,S5,District Hospital Ajmer,0.99,0.853,7,3.59,3.0,1,1.06,22,62,0,0
C1227,Amoxicillin,4,0,S6,Medical College Kota,0.771,0.965,5,0.35,1.37,0,1.81,7,62,1,0
C1228,Salbutamol,4,0,S4,PHC Alwar,0.845,0.779,7,5.19,2.58,2,1.12,6,61,2,0
C1229,Adrenaline Injection,5,0,S8,District Hospital Jodhpur,0.979,0.805,8,3.1,3.03,9,0.5,2,75,6,1
C1230,Oxytocin,5,0,S6,District Hospital Jaipur,0.816,0.772,6,3.81,3.31,3,2.09,1,96,7,1
C1231,Anti-snake Venom,5,1,S5,District Hospital Jodhpur,0.927,0.902,2,6.59,0.0,0,1.5,6,84,2,0
C1232,Iron Folic Acid,2,0,S6,CHC Bikaner,0.753,0.86,5,0.0,0.21,2,0.71,22,50,0,0
C1233,Insulin,5,1,S3,PHC Sikar,0.92,0.913,2,3.4,0.0,7,0.9,8,50,0,0
C1234,ORS,3,0,S10,PHC Sikar,0.844,0.842,4,3.66,3.15,0,1.4,6,57,2,0
C1235,Pentavalent Vaccine,5,1,S1,District Hospital Jaipur,0.938,0.619,4,3.13,0.0,5,0.85,2,50,6,0
C1236,Anti-snake Venom,5,1,S7,CHC Udaipur,0.842,0.894,6,3.18,3.47,1,0.95,1,50,7,1
C1237,Pentavalent Vaccine,5,1,S8,District Hospital Ajmer,0.777,0.836,11,3.73,3.4,8,0.88,23,59,0,1
C1238,ORS,3,0,S2,District Hospital Jodhpur,0.83,0.879,9,3.97,0.0,3,0.9,18,53,0,0
C1239,Rabies Vaccine,5,1,S3,CHC Bikaner,0.99,0.989,8,1.52,5.32,4,0.92,12,54,0,1
C1240,Rabies Vaccine,5,1,S7,District Hospital Ajmer,0.99,0.885,11,0.53,4.62,5,0.5,11,87,0,0
C1241,Insulin,5,1,S3,Medical College Kota,0.881,0.958,11,2.01,0.23,4,0.83,4,95,4,0
C1242,Insulin,5,1,S4,CHC Bikaner,0.829,0.96,2,3.81,0.0,10,0.68,2,83,6,0
C1243,Insulin,5,1,S9,District Hospital Jodhpur,0.938,0.939,3,1.48,1.13,8,1.01,15,63,0,0
C1244,Insulin,5,1,S7,District Hospital Ajmer,0.642,0.973,3,1.16,1.37,2,0.63,13,100,0,0
C1245,Amoxicillin,4,0,S9,CHC Udaipur,0.988,0.852,8,3.85,0.12,6,1.18,12,90,0,0
C1246,Pentavalent Vaccine,5,1,S2,PHC Alwar,0.746,0.888,7,0.42,2.42,2,1.2,24,94,0,1
C1247,Rabies Vaccine,5,1,S8,District Hospital Jodhpur,0.651,0.812,5,4.46,0.72,4,1.07,12,78,0,1
C1248,ORS,3,0,S1,District Hospital Ajmer,0.664,0.947,9,1.57,0.0,9,0.79,20,93,0,1
C1249,Salbutamol,4,0,S7,CHC Bikaner,0.771,0.765,4,3.75,0.0,6,0.97,20,57,0,0
C1250,Iron Folic Acid,2,0,S9,CHC Udaipur,0.921,0.827,4,2.44,0.0,6,1.91,5,75,3,1
C1251,Anti-snake Venom,5,1,S4,District Hospital Jodhpur,0.921,0.683,2,3.09,1.67,1,0.79,9,75,0,0
C1252,Oxytocin,5,0,S4,Medical College Kota,0.883,0.772,7,1.8,2.97,5,1.23,10,69,0,0
C1253,Anti-snake Venom,5,1,S6,CHC Bikaner,0.789,0.626,3,0.56,3.94,9,1.3,11,92,0,1
C1254,Iron Folic Acid,2,0,S1,District Hospital Ajmer,0.638,0.893,10,3.38,3.78,5,0.53,4,50,4,0
C1255,ORS,3,0,S4,District Hospital Ajmer,0.943,0.813,5,1.63,0.0,8,1.06,16,83,0,0
C1256,Amoxicillin,4,0,S2,District Hospital Jodhpur,0.674,0.895,4,1.99,1.35,10,0.88,7,98,1,1
C1257,Insulin,5,1,S4,PHC Alwar,0.824,0.822,10,1.13,0.0,8,1.05,9,55,0,0
C1258,Rabies Vaccine,5,1,S9,PHC Sikar,0.9,0.856,8,2.05,0.05,6,1.55,4,91,4,0
C1259,Paracetamol Injection,3,0,S7,PHC Alwar,0.642,0.895,3,1.29,1.33,5,1.23,6,87,2,0
C1260,Pentavalent Vaccine,5,1,S7,CHC Bikaner,0.847,1.0,8,4.27,1.29,8,1.0,8,78,0,0
C1261,Paracetamol Injection,3,0,S5,PHC Alwar,0.678,1.0,4,3.7,2.46,3,1.39,16,58,0,1
C1262,Anti-snake Venom,5,1,S1,PHC Sikar,0.943,1.0,2,0.42,0.52,9,1.3,18,96,0,0
C1263,Anti-snake Venom,5,1,S10,District Hospital Jodhpur,0.812,1.0,8,2.5,0.0,9,0.58,7,64,1,0
C1264,Rabies Vaccine,5,1,S6,PHC Alwar,0.903,0.823,9,2.57,0.37,3,1.16,6,91,2,0
C1265,Amoxicillin,4,0,S6,PHC Sikar,0.712,1.0,8,2.66,2.77,7,1.23,14,66,0,0
C1266,Rabies Vaccine,5,1,S7,District Hospital Ajmer,0.851,0.818,2,5.06,2.73,2,0.5,24,65,0,0
C1267,ORS,3,0,S6,Medical College Kota,0.85,0.851,4,0.0,0.0,7,0.51,15,67,0,0
C1268,Salbutamol,4,0,S10,District Hospital Ajmer,0.82,0.734,2,2.77,2.87,8,0.92,15,62,0,1
C1269,Pentavalent Vaccine,5,1,S2,District Hospital Jaipur,0.905,0.911,5,1.33,1.71,9,0.7,20,55,0,0
C1270,Anti-snake Venom,5,1,S9,Medical College Kota,0.822,0.729,10,3.22,2.31,7,0.5,19,52,0,1
C1271,Salbutamol,4,0,S9,Medical College Kota,0.615,0.716,9,1.59,0.0,4,1.33,15,68,0,0
C1272,Iron Folic Acid,2,0,S1,District Hospital Ajmer,0.798,0.737,8,3.51,0.0,7,0.97,24,74,0,0
C1273,Salbutamol,4,0,S1,CHC Udaipur,0.6,0.884,5,3.37,3.09,4,1.04,4,77,4,1
C1274,Ceftriaxone,4,0,S6,CHC Udaipur,0.963,0.885,10,1.51,0.0,5,0.93,16,85,0,0
C1275,Pentavalent Vaccine,5,1,S6,District Hospital Jodhpur,0.636,1.0,5,3.79,3.03,8,0.55,2,65,6,1
C1276,Rabies Vaccine,5,1,S7,District Hospital Ajmer,0.906,1.0,2,1.92,1.61,5,1.31,2,56,6,0
C1277,Rabies Vaccine,5,1,S10,Medical College Kota,0.927,0.95,8,4.01,1.84,2,1.11,12,57,0,0
C1278,Adrenaline Injection,5,0,S2,CHC Bikaner,0.833,0.84,11,3.69,0.0,3,1.04,1,70,7,0
C1279,ORS,3,0,S1,CHC Bikaner,0.829,0.839,4,0.65,4.94,10,0.73,19,59,0,0
C1280,Amoxicillin,4,0,S8,District Hospital Jodhpur,0.897,0.928,10,4.06,2.06,6,0.99,24,99,0,0
C1281,Rabies Vaccine,5,1,S2,District Hospital Jaipur,0.553,1.0,8,4.25,1.06,1,1.43,16,69,0,1
C1282,Iron Folic Acid,2,0,S3,Medical College Kota,0.816,0.63,5,2.46,2.25,4,0.99,21,63,0,1
C1283,Adrenaline Injection,5,0,S4,Medical College Kota,0.79,1.0,5,2.04,2.53,0,0.83,12,74,0,0
C1284,Oxytocin,5,0,S1,District Hospital Jodhpur,0.881,0.818,10,3.21,1.87,0,0.98,24,94,0,0
C1285,Rabies Vaccine,5,1,S8,District Hospital Jodhpur,0.99,0.767,5,0.75,1.6,0,0.81,19,58,0,0
C1286,Insulin,5,1,S9,District Hospital Jaipur,0.838,0.752,11,1.06,3.25,2,0.81,11,55,0,0
C1287,Pentavalent Vaccine,5,1,S3,District Hospital Jodhpur,0.918,0.709,7,3.31,0.0,7,0.92,16,73,0,0
C1288,Rabies Vaccine,5,1,S7,District Hospital Jodhpur,0.766,0.669,3,2.44,2.78,7,0.98,1,55,7,1
C1289,Ceftriaxone,4,0,S8,District Hospital Ajmer,0.872,0.992,9,1.46,3.82,1,1.4,19,74,0,1
C1290,Anti-snake Venom,5,1,S9,PHC Alwar,0.943,1.0,9,2.25,0.0,7,0.87,23,76,0,0
C1291,Amoxicillin,4,0,S5,CHC Udaipur,0.802,0.904,11,5.25,2.14,10,0.81,15,73,0,0
C1292,ORS,3,0,S9,District Hospital Jodhpur,0.841,0.937,4,2.17,3.27,6,0.96,22,66,0,0
C1293,Paracetamol Injection,3,0,S1,District Hospital Jodhpur,0.894,0.891,6,0.08,2.09,6,1.17,23,58,0,0
C1294,ORS,3,0,S7,CHC Udaipur,0.85,0.862,3,3.54,0.37,8,0.5,7,65,1,0
C1295,Insulin,5,1,S7,District Hospital Jodhpur,0.608,0.9,11,1.88,2.17,2,1.34,19,98,0,1
C1296,Insulin,5,1,S10,District Hospital Jaipur,0.856,0.706,3,5.78,2.86,4,0.5,18,94,0,1
C1297,ORS,3,0,S1,District Hospital Jaipur,0.96,0.959,2,3.03,3.98,4,1.17,24,85,0,0
C1298,Rabies Vaccine,5,1,S4,District Hospital Ajmer,0.879,0.859,6,4.2,1.96,10,0.89,17,72,0,1
C1299,Anti-snake Venom,5,1,S3,Medical College Kota,0.796,0.711,9,0.59,0.0,2,1.32,17,62,0,0
C1300,Amoxicillin,4,0,S2,PHC Alwar,0.91,0.801,3,0.29,2.89,7,0.84,13,93,0,0
C1301,Salbutamol,4,0,S10,PHC Sikar,0.825,0.883,2,1.33,1.71,1,0.55,14,61,0,0
C1302,Rabies Vaccine,5,1,S10,Medical College Kota,0.68,0.661,5,2.55,0.11,1,1.23,14,82,0,1
C1303,Pentavalent Vaccine,5,1,S3,CHC Udaipur,0.774,1.0,6,1.45,0.0,1,1.03,9,76,0,0
C1304,Iron Folic Acid,2,0,S2,Medical College Kota,0.693,0.842,2,6.01,0.0,0,1.24,18,53,0,0
C1305,Oxytocin,5,0,S4,Medical College Kota,0.636,0.801,8,2.88,0.0,5,0.85,5,94,3,0
C1306,Iron Folic Acid,2,0,S3,PHC Alwar,0.641,0.854,11,0.0,1.37,0,0.87,18,90,0,0
C1307,Salbutamol,4,0,S9,CHC Bikaner,0.799,0.962,6,0.89,1.98,1,0.5,6,62,2,0
C1308,Pentavalent Vaccine,5,1,S5,PHC Sikar,0.853,0.773,3,1.82,1.9,1,1.15,10,83,0,0
C1309,Oxytocin,5,0,S5,Medical College Kota,0.721,1.0,7,2.53,2.86,6,0.92,5,71,3,0
C1310,Insulin,5,1,S6,District Hospital Jaipur,0.876,0.899,7,5.78,1.89,2,1.58,9,96,0,0
C1311,Adrenaline Injection,5,0,S10,CHC Bikaner,0.822,0.847,4,2.94,2.33,3,0.83,21,51,0,0
C1312,Anti-snake Venom,5,1,S6,CHC Bikaner,0.817,0.813,10,2.31,1.9,8,0.5,17,63,0,1
C1313,Rabies Vaccine,5,1,S7,CHC Bikaner,0.741,0.893,9,4.37,3.85,10,1.19,22,83,0,1
C1314,Pentavalent Vaccine,5,1,S8,Medical College Kota,0.777,0.891,5,4.92,2.13,6,1.45,2,100,6,0
C1315,ORS,3,0,S5,District Hospital Jaipur,0.692,0.945,8,3.65,2.92,5,1.25,8,50,0,0
C1316,Oxytocin,5,0,S9,PHC Sikar,0.786,0.82,2,2.42,3.42,9,0.86,10,99,0,0
C1317,Salbutamol,4,0,S2,PHC Sikar,0.813,0.87,7,0.87,0.29,1,1.31,5,87,3,0
C1318,Oxytocin,5,0,S10,Medical College Kota,0.854,0.701,6,3.03,1.96,5,1.42,21,67,0,1
C1319,Iron Folic Acid,2,0,S8,CHC Udaipur,0.932,0.834,4,0.0,0.6,3,1.86,15,79,0,0
C1320,Insulin,5,1,S1,District Hospital Ajmer,0.907,0.78,11,5.3,0.0,3,0.82,16,85,0,1
C1321,ORS,3,0,S5,District Hospital Jaipur,0.699,0.783,10,0.84,2.86,3,2.15,20,90,0,0
C1322,Iron Folic Acid,2,0,S2,PHC Alwar,0.914,0.876,9,2.64,1.42,10,1.15,11,59,0,0
C1323,Iron Folic Acid,2,0,S8,District Hospital Jaipur,0.805,0.761,2,1.41,0.0,7,1.18,18,68,0,0
C1324,Oxytocin,5,0,S2,Medical College Kota,0.825,0.714,4,5.56,1.32,9,0.77,24,74,0,0
C1325,ORS,3,0,S7,District Hospital Jodhpur,0.876,0.97,7,5.46,0.07,4,1.33,13,58,0,0
C1326,Pentavalent Vaccine,5,1,S4,Medical College Kota,0.869,0.742,7,2.83,0.55,5,0.98,6,93,2,0
C1327,Oxytocin,5,0,S5,PHC Sikar,0.785,0.767,10,3.72,5.08,8,1.23,1,70,7,1
C1328,Anti-snake Venom,5,1,S1,CHC Udaipur,0.855,0.934,8,3.56,0.44,3,0.87,15,75,0,0
C1329,Iron Folic Acid,2,0,S3,PHC Sikar,0.69,0.987,6,0.11,2.01,10,0.5,23,53,0,0
C1330,Rabies Vaccine,5,1,S9,PHC Alwar,0.729,0.95,2,4.77,1.86,5,0.5,13,66,0,1
C1331,Iron Folic Acid,2,0,S3,CHC Bikaner,0.703,0.958,7,1.26,0.58,9,1.3,19,59,0,1
C1332,Salbutamol,4,0,S1,District Hospital Ajmer,0.858,0.75,4,1.87,1.09,10,1.03,22,70,0,0
C1333,Oxytocin,5,0,S2,District Hospital Jaipur,0.677,0.745,10,1.79,4.58,3,1.38,22,84,0,0
C1334,Oxytocin,5,0,S3,District Hospital Jodhpur,0.99,0.87,3,2.67,1.99,5,1.05,6,51,2,0
C1335,Oxytocin,5,0,S8,CHC Udaipur,0.651,0.951,4,2.26,3.97,1,1.41,2,60,6,1
C1336,Salbutamol,4,0,S6,District Hospital Jodhpur,0.882,0.918,2,3.67,1.05,10,0.86,9,83,0,0
C1337,Amoxicillin,4,0,S4,PHC Alwar,0.964,0.717,4,1.96,1.04,6,0.59,23,88,0,1
C1338,Ceftriaxone,4,0,S1,District Hospital Jodhpur,0.603,0.861,6,0.4,1.49,2,0.8,4,75,4,0
C1339,ORS,3,0,S4,District Hospital Jaipur,0.817,0.868,7,2.99,1.78,1,1.18,4,93,4,0
C1340,Rabies Vaccine,5,1,S4,District Hospital Jodhpur,0.607,0.887,9,3.11,0.0,1,1.6,17,56,0,0
C1341,ORS,3,0,S4,District Hospital Ajmer,0.815,0.837,2,2.53,2.55,3,0.5,22,87,0,0
C1342,Insulin,5,1,S1,PHC Alwar,0.745,0.954,7,2.04,0.0,0,0.5,5,79,3,0
C1343,Anti-snake Venom,5,1,S5,District Hospital Jaipur,0.898,0.864,3,2.32,0.0,4,1.38,2,53,6,0
C1344,ORS,3,0,S9,CHC Bikaner,0.826,0.954,2,0.21,1.17,5,1.29,14,69,0,0
C1345,ORS,3,0,S8,PHC Sikar,0.83,0.97,3,3.4,0.0,8,1.4,18,60,0,0
C1346,Amoxicillin,4,0,S5,CHC Udaipur,0.661,0.869,10,3.09,0.0,5,0.99,4,58,4,1
C1347,Insulin,5,1,S1,Medical College Kota,0.984,0.815,3,1.57,2.92,7,1.25,22,88,0,1
C1348,Oxytocin,5,0,S4,PHC Alwar,0.827,0.793,10,1.78,0.05,5,0.87,20,61,0,0
C1349,Anti-snake Venom,5,1,S6,District Hospital Jaipur,0.722,0.941,4,3.11,0.59,7,1.18,14,88,0,0
C1350,Oxytocin,5,0,S8,Medical College Kota,0.715,0.994,8,2.66,0.0,7,1.19,6,100,2,0
C1351,Ceftriaxone,4,0,S1,CHC Udaipur,0.815,0.959,7,4.36,0.52,10,1.5,14,85,0,0
C1352,ORS,3,0,S7,District Hospital Ajmer,0.734,0.911,9,2.7,0.36,2,0.9,21,57,0,0
C1353,Pentavalent Vaccine,5,1,S2,PHC Alwar,0.915,1.0,6,1.51,0.0,3,1.05,18,88,0,0
C1354,Rabies Vaccine,5,1,S4,CHC Bikaner,0.911,0.613,8,0.0,0.0,7,1.98,8,71,0,0
C1355,Pentavalent Vaccine,5,1,S8,District Hospital Ajmer,0.681,0.768,7,5.29,0.37,2,1.09,3,59,5,1
C1356,Iron Folic Acid,2,0,S7,PHC Alwar,0.727,0.622,7,1.57,0.0,7,0.84,22,79,0,0
C1357,Iron Folic Acid,2,0,S9,PHC Alwar,0.712,0.858,8,0.9,0.85,4,1.08,10,57,0,0
C1358,Anti-snake Venom,5,1,S6,CHC Bikaner,0.868,0.867,7,5.02,2.36,10,0.76,8,71,0,1
C1359,Amoxicillin,4,0,S6,District Hospital Jaipur,0.854,0.906,8,1.79,0.01,4,1.67,7,59,1,0
C1360,Insulin,5,1,S1,CHC Bikaner,0.826,0.836,10,2.88,2.15,4,1.36,11,85,0,1
C1361,Salbutamol,4,0,S3,Medical College Kota,0.695,0.962,2,4.84,0.28,5,1.76,13,77,0,0
C1362,Pentavalent Vaccine,5,1,S8,CHC Udaipur,0.952,0.616,5,1.15,0.1,8,0.55,11,74,0,0
C1363,Pentavalent Vaccine,5,1,S3,PHC Sikar,0.815,0.952,7,3.08,0.0,5,0.5,2,66,6,0
C1364,Iron Folic Acid,2,0,S3,District Hospital Ajmer,0.878,0.895,2,0.0,2.04,5,0.88,15,76,0,0
C1365,Pentavalent Vaccine,5,1,S5,CHC Udaipur,0.701,0.5,10,1.96,2.32,4,1.16,15,62,0,1
C1366,Oxytocin,5,0,S2,District Hospital Jodhpur,0.784,1.0,5,3.24,3.37,10,0.5,3,67,5,0
C1367,Paracetamol Injection,3,0,S8,District Hospital Jodhpur,0.649,1.0,11,1.14,3.85,10,1.23,23,87,0,1
C1368,Amoxicillin,4,0,S8,CHC Udaipur,0.989,0.88,5,4.39,0.7,10,1.08,11,69,0,1
C1369,Insulin,5,1,S2,CHC Bikaner,0.947,0.791,4,3.48,3.53,8,0.64,4,85,4,1
C1370,Oxytocin,5,0,S1,CHC Udaipur,0.697,1.0,11,3.6,0.72,10,1.85,12,83,0,1
C1371,Ceftriaxone,4,0,S9,CHC Bikaner,0.617,0.828,4,1.72,0.0,5,0.56,5,87,3,0
C1372,Adrenaline Injection,5,0,S2,Medical College Kota,0.74,1.0,7,4.06,7.07,1,1.01,18,51,0,0
C1373,Anti-snake Venom,5,1,S4,PHC Alwar,0.747,0.934,4,2.32,0.0,6,1.16,15,81,0,1
C1374,Paracetamol Injection,3,0,S5,District Hospital Jaipur,0.734,0.987,3,1.41,0.0,0,1.06,21,99,0,0
C1375,Anti-snake Venom,5,1,S4,PHC Sikar,0.977,0.946,3,2.2,0.0,3,0.5,17,56,0,0
C1376,Amoxicillin,4,0,S6,PHC Alwar,0.672,0.878,2,0.66,1.68,3,1.19,16,73,0,0
